timestamp,budget_bytes
10.422222224000,1194.00
10.422272234000,1194.00
10.422322244000,1194.00
10.422372254000,1194.00
10.422422264000,1194.00
10.422472274000,1194.00
10.422522284000,1194.00
10.422572294000,1194.00
10.422622304000,1194.00
10.422672314000,1194.00
10.422722324000,1194.00
10.422772334000,1194.00
10.422822344000,1194.00
10.422872354000,1194.00
10.422922364000,1194.00
10.422972374000,1194.00
10.423022384000,1225.00
10.423072394000,1194.00
10.423122404000,1194.00
10.423172414000,1194.00
10.423222424000,1194.00
10.423272434000,1194.00
10.423322444000,1194.00
10.423372454000,1194.00
10.423422464000,1194.00
10.423472474000,1194.00
10.423522484000,1194.00
10.423572494000,1194.00
10.423622504000,1194.00
10.423672514000,1194.00
10.423722524000,1194.00
10.423772534000,1194.00
10.423822544000,1194.00
10.423872554000,1194.00
10.423922564000,1194.00
10.423972574000,1194.00
10.424022584000,1194.00
10.424072594000,1194.00
10.424122604000,1194.00
10.424172614000,1194.00
10.424222624000,1194.00
10.424272634000,1194.00
10.424322644000,1194.00
10.424372654000,1194.00
10.424422664000,1194.00
10.424472674000,1194.00
10.424522684000,1194.00
10.424572694000,1194.00
10.424622704000,1194.00
10.424672714000,1194.00
10.424722724000,1194.00
10.424772734000,1194.00
10.424822744000,1194.00
10.424872754000,1194.00
10.424922764000,1194.00
10.424972774000,1194.00
10.425022784000,1194.00
10.425072794000,1194.00
10.425122804000,1194.00
10.425172814000,1194.00
10.425222824000,1194.00
10.425272834000,1194.00
10.425322844000,1194.00
10.425372854000,1194.00
10.425422864000,1194.00
10.425472874000,1194.00
10.425522884000,1194.00
10.425572894000,1194.00
10.425622904000,1194.00
10.425672914000,1194.00
10.425722924000,1194.00
10.425772934000,1194.00
10.425822944000,1194.00
10.425872954000,1194.00
10.425922964000,1194.00
10.425972974000,1194.00
10.426022984000,1194.00
10.426072994000,-21035.00
10.426123004000,1194.00
10.426173014000,1194.00
10.426223024000,1194.00
10.426273034000,1194.00
10.426323044000,1194.00
10.426373054000,1194.00
10.426423064000,1194.00
10.426473074000,1194.00
10.426523084000,1194.00
10.426573094000,1194.00
10.426623104000,1194.00
10.426673114000,1194.00
10.426723124000,180.00
10.426773134000,1194.00
10.426823144000,1194.00
10.426873154000,1194.00
10.426923164000,1194.00
10.426973174000,1194.00
10.427023184000,1194.00
10.427073194000,1194.00
10.427123204000,1194.00
10.427173214000,1194.00
10.427223224000,1194.00
10.427273234000,1194.00
10.427323244000,1194.00
10.427373254000,1194.00
10.427423264000,1194.00
10.427473274000,1194.00
10.427523284000,1194.00
10.427573294000,1194.00
10.427623304000,1194.00
10.427673314000,1194.00
10.427723324000,1194.00
10.427773334000,1194.00
10.427823344000,1194.00
10.427873354000,1194.00
10.427923364000,1194.00
10.427973374000,1194.00
10.428023384000,1194.00
10.428073394000,1194.00
10.428123404000,1194.00
10.428173414000,1194.00
10.428223424000,1194.00
10.428273434000,361.00
10.428323444000,1194.00
10.428373454000,1194.00
10.428423464000,1194.00
10.428473474000,1194.00
10.428523484000,1194.00
10.428573494000,1194.00
10.428623504000,1194.00
10.428673514000,1194.00
10.428723524000,1194.00
10.428773534000,1194.00
10.428823544000,1194.00
10.428873554000,1194.00
10.428923564000,1194.00
